https,csp,hsts,x_frame_options,x_content_type_options,secure_cookie,httponly_cookie,samesite_cookie,num_forms,password_fields,url_length,query_parameters,external_scripts,inline_scripts,http_status,sql_error_indicator,reflected_payload_indicator,server_error_indicator,mixed_content_count,exposed_paths,blind_sqli_indicator,dom_xss_indicator,csrf_missing_token,unsafe_upload_indicator,weak_session_indicator,weak_csp_indicator,open_redirect_indicator,command_input_surface,file_path_input_surface,stored_input_surface,file_upload_surface,login_surface,api_surface,label
1,1,1,1,0,1,1,1,0,0,57,2,22,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOW
1,1,0,1,1,0,1,1,3,0,138,3,27,5,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,2,0,125,4,3,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,0,0,83,2,21,3,302,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,HIGH
0,1,0,1,0,1,1,1,2,0,123,1,25,8,200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,1,1,112,4,27,10,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CRITICAL
1,1,1,1,1,1,1,1,4,1,30,3,24,2,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CRITICAL
1,1,1,1,1,1,1,1,3,0,84,2,6,3,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,1,1,46,2,15,1,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,CRITICAL
1,1,1,1,1,1,1,0,0,0,116,3,18,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,0,1,1,1,1,0,36,0,17,3,500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,HIGH
1,1,1,1,0,1,1,1,4,0,131,3,4,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,0,1,1,1,1,0,1,4,0,125,1,22,8,200,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,HIGH
1,1,1,0,1,1,1,1,1,0,142,2,8,1,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,4,0,41,1,13,1,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CRITICAL
0,0,0,1,1,0,1,1,4,0,42,2,1,1,200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,HIGH
1,1,1,0,1,1,1,1,1,0,74,1,18,5,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
0,1,0,1,1,0,1,1,2,0,33,4,2,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,HIGH
1,1,1,1,0,0,0,0,3,0,122,0,10,4,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
0,1,0,1,1,0,1,1,3,0,147,3,17,9,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,0,3,0,121,3,21,10,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,2,0,84,2,7,9,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,HIGH
1,1,1,1,1,1,1,0,4,0,57,1,3,10,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,0,1,1,1,1,1,2,0,74,1,24,1,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,HIGH
1,1,1,1,1,1,1,1,3,0,69,1,19,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,0,0,114,4,18,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,2,0,57,2,14,9,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,0,0,129,2,9,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,2,2,136,3,11,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SAFE
1,1,1,1,1,1,1,1,1,0,126,0,3,1,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,0,0,0,142,4,23,7,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,LOW
0,1,0,1,1,0,1,1,4,0,32,2,13,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
0,1,0,1,1,0,0,1,0,0,65,1,12,4,200,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CRITICAL
1,1,0,1,1,1,1,1,1,0,39,0,22,9,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LOW
1,1,1,1,1,0,1,0,3,0,60,4,21,1,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,MEDIUM
1,0,1,1,1,1,1,1,3,2,149,2,15,0,500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,HIGH
1,1,1,1,1,1,1,1,1,1,139,3,27,0,200,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,HIGH
0,1,0,1,1,0,1,1,1,0,100,4,10,0,200,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
0,1,0,1,1,0,1,0,0,0,128,1,26,2,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
0,0,0,1,1,1,1,1,4,0,113,2,6,0,302,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,3,2,50,3,15,0,200,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,CRITICAL
1,1,1,1,1,1,1,1,0,0,100,3,27,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,1,0,1,1,0,1,0,3,0,91,3,17,7,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,HIGH
1,1,1,1,1,1,1,1,1,1,88,0,19,6,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,LOW
1,1,0,1,1,1,0,1,1,0,112,4,8,8,500,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,3,1,78,3,20,10,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,CRITICAL
1,1,1,1,0,1,1,0,2,0,21,2,27,5,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,0,1,1,1,4,0,70,0,3,3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LOW
1,1,1,1,1,1,1,1,2,0,61,2,5,3,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,0,1,1,0,58,1,11,0,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,CRITICAL
1,1,1,1,1,1,1,1,1,0,123,1,26,10,200,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,LOW
1,1,1,0,0,0,1,1,3,0,22,3,14,6,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MEDIUM
0,1,0,0,1,0,1,1,2,0,127,2,11,7,302,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CRITICAL
0,1,0,1,0,0,1,1,3,0,49,0,18,6,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,HIGH
1,0,1,0,1,1,1,0,2,0,131,4,2,5,302,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,0,1,0,1,1,0,1,4,0,125,2,11,6,200,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,1,0,28,1,20,2,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,4,0,137,4,23,9,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,0,1,1,1,1,1,1,3,0,68,1,0,0,302,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CRITICAL
1,1,1,1,1,0,1,1,3,0,130,3,5,5,301,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,0,1,1,1,1,1,4,0,48,0,7,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,2,1,46,1,13,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SAFE
1,0,1,1,1,0,1,0,1,0,133,3,28,1,200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,0,1,1,1,3,0,129,3,8,2,302,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,LOW
1,1,1,1,0,1,0,1,0,0,25,4,11,10,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,MEDIUM
1,0,1,1,1,1,1,1,2,0,126,4,4,6,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CRITICAL
0,1,0,1,1,1,1,1,2,0,117,3,13,6,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CRITICAL
1,1,1,1,0,1,1,1,0,0,103,0,19,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,0,0,73,1,0,7,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,4,0,86,2,8,2,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,2,0,107,3,13,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,2,1,126,4,3,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SAFE
1,1,1,1,1,1,1,1,1,0,88,4,2,3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAFE
1,1,1,1,1,1,1,1,2,0,141,0,17,3,200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HIGH
1,1,1,1,0,1,1,1,1,0,130,4,6,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LOW
1,1,0,1,1,1,0,1,0,0,19,2,18,6,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,0,1,1,1,1,1,4,0,147,0,10,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
0,1,0,1,1,1,1,0,2,1,73,3,15,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,HIGH
1,1,1,1,1,1,1,0,0,0,127,1,28,0,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,LOW
1,1,0,1,1,1,0,1,0,0,101,1,10,5,200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,0,0,1,0,1,1,1,0,0,103,3,25,2,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MEDIUM
0,1,0,1,0,0,1,1,0,0,80,2,11,6,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,4,1,78,1,25,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SAFE
1,1,1,1,1,1,1,1,0,0,93,4,18,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SAFE
1,1,1,1,1,1,1,1,2,2,69,1,19,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SAFE
1,1,1,1,0,1,1,1,0,0,22,3,16,1,200,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,HIGH
1,1,1,0,0,1,1,1,1,1,67,1,28,2,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,MEDIUM
1,0,1,1,0,1,0,1,2,1,102,2,23,3,301,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,MEDIUM
1,1,1,1,0,1,1,1,0,0,144,4,22,2,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,2,2,86,2,13,5,302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,LOW
1,1,1,1,1,1,1,1,2,0,74,3,13,6,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAFE
1,1,1,1,1,1,1,1,1,1,34,1,10,8,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,CRITICAL
1,1,1,1,1,1,1,1,2,1,79,2,22,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SAFE
0,1,0,1,1,0,1,1,3,0,23,3,16,9,200,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,CRITICAL
0,1,0,1,1,0,0,1,2,0,78,1,1,2,302,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CRITICAL
0,1,0,0,1,0,1,1,1,0,32,3,16,10,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,0,1,1,1,1,1,1,1,0,143,4,8,1,302,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,MEDIUM
1,1,1,1,0,1,1,1,2,0,76,3,0,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
0,1,0,1,1,1,1,1,4,0,133,4,11,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,2,0,20,0,20,5,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,LOW
1,1,0,1,1,1,1,1,4,0,26,3,13,7,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
0,1,0,0,1,0,1,0,2,0,43,1,8,6,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,0,1,1,1,1,1,3,0,76,1,25,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,LOW
1,1,1,1,1,1,1,1,1,0,140,0,19,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,SAFE
0,0,0,1,1,0,1,1,2,0,127,1,10,9,200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,2,0,138,2,5,0,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,0,0,1,0,1,1,1,0,115,3,12,6,200,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,MEDIUM
1,1,1,0,1,1,1,1,4,0,108,2,12,10,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,0,1,1,0,1,1,1,23,1,16,10,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,HIGH
1,1,0,1,1,1,1,1,2,0,106,0,0,4,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,LOW
1,1,1,1,1,1,1,0,3,0,139,3,14,5,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,0,0,1,1,4,1,49,3,8,2,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,MEDIUM
1,1,1,1,1,1,1,1,2,0,80,0,24,9,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,0,1,1,1,1,1,1,0,134,1,10,5,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LOW
0,1,0,0,1,0,1,1,3,0,112,4,26,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,0,4,0,81,4,22,6,200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,2,0,136,3,9,9,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,0,1,1,1,1,1,3,0,57,4,20,6,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,0,1,1,1,1,1,4,0,138,3,21,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,0,1,1,0,1,1,40,1,11,10,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,MEDIUM
1,1,1,1,1,1,1,1,4,0,124,4,21,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,2,2,103,2,12,3,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,LOW
1,1,1,1,1,1,1,1,3,0,37,2,15,6,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SAFE
0,1,0,1,1,0,1,1,3,0,39,2,25,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,4,0,42,4,5,7,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,3,0,22,3,27,3,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,HIGH
1,1,1,0,1,1,1,1,2,0,127,1,24,4,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CRITICAL
0,1,0,1,0,0,1,1,0,0,55,2,26,1,200,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,CRITICAL
1,1,1,1,1,1,1,0,0,0,49,0,26,9,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,3,2,81,0,8,3,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SAFE
0,1,0,1,1,0,1,0,3,1,84,4,27,4,200,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,CRITICAL
1,1,1,1,1,1,1,0,3,0,129,4,11,9,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,0,1,1,1,1,1,1,0,150,4,16,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,4,0,32,3,9,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,1,0,47,3,17,9,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
0,0,0,1,1,1,1,1,1,0,75,3,2,7,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HIGH
1,1,1,1,1,1,1,1,4,2,31,4,24,1,200,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,LOW
1,1,1,1,1,1,1,1,2,0,125,1,7,1,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CRITICAL
1,1,1,1,1,1,1,1,3,0,46,4,18,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAFE
1,1,1,1,1,1,1,1,4,1,28,0,9,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SAFE
1,1,1,1,1,1,1,1,4,0,32,3,6,5,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
0,1,0,0,1,0,1,1,4,0,111,0,22,6,302,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,0,0,125,3,14,4,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,0,0,1,1,0,1,0,1,1,68,2,2,1,302,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,MEDIUM
1,1,1,1,1,0,1,0,3,0,128,4,12,7,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,MEDIUM
1,1,1,1,1,1,1,0,3,0,121,4,25,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
0,1,0,0,1,0,1,1,4,2,45,1,9,4,200,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,CRITICAL
1,1,1,1,1,1,1,1,3,1,98,2,18,10,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SAFE
0,1,0,1,1,0,1,0,0,0,80,1,4,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
0,1,0,1,1,0,1,0,1,0,34,1,26,5,302,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,CRITICAL
1,1,0,0,1,1,0,0,0,0,52,0,10,0,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,0,1,1,1,0,0,1,1,0,20,1,20,3,200,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,1,0,1,1,1,1,1,3,0,104,0,0,9,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
0,1,0,1,0,1,1,1,3,2,19,0,5,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,HIGH
1,1,1,1,0,1,1,1,1,0,42,4,11,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,1,0,18,2,23,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,0,1,1,1,1,0,0,90,2,6,1,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,3,0,52,3,14,1,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,4,0,91,0,23,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SAFE
1,1,1,1,1,1,1,1,0,0,124,2,18,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,0,1,0,1,0,1,1,4,0,18,3,5,4,200,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,1,0,80,2,10,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SAFE
0,1,0,0,1,0,1,1,1,0,19,0,16,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
0,1,0,0,1,0,1,1,0,0,104,2,11,9,200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,4,0,121,2,7,4,302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SAFE
1,1,1,1,0,0,1,1,0,0,25,0,7,10,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,3,0,27,4,6,1,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
0,1,0,1,1,1,1,0,2,1,31,1,24,2,301,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,CRITICAL
1,1,1,1,1,1,0,1,1,1,40,1,15,2,301,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0,HIGH
0,1,0,1,1,0,1,1,1,1,64,1,12,10,200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,CRITICAL
1,1,0,1,1,1,1,1,0,0,20,4,2,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LOW
1,1,1,1,1,1,1,0,4,1,124,0,4,4,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,LOW
1,1,1,1,1,1,1,1,1,1,54,3,5,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SAFE
1,1,1,1,1,1,1,1,0,0,45,3,0,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,1,0,1,1,0,1,1,0,0,73,2,7,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,0,1,1,1,3,2,118,4,0,8,302,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HIGH
1,0,1,0,0,1,1,0,2,0,22,4,2,2,301,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,MEDIUM
1,1,1,1,1,1,1,1,3,0,83,0,11,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,0,1,1,1,1,1,1,0,62,3,7,8,301,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,HIGH
1,1,1,1,1,1,1,0,1,0,131,3,1,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,0,1,1,1,1,4,1,126,4,12,2,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,HIGH
0,1,0,1,1,0,0,1,1,0,66,1,19,9,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CRITICAL
1,1,1,1,1,1,0,1,1,0,56,3,9,2,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,3,0,146,1,20,5,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,0,0,0,62,4,13,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,LOW
1,1,1,1,1,1,1,1,1,0,51,1,27,4,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,SAFE
1,1,1,1,1,0,0,1,2,0,102,3,15,9,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MEDIUM
1,1,0,1,1,1,1,1,3,0,81,1,3,10,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOW
1,1,1,1,1,1,1,1,4,0,147,4,0,8,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,0,1,1,1,0,0,131,2,13,9,200,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,0,1,1,1,1,2,0,113,3,3,7,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CRITICAL
1,1,0,1,1,1,1,1,0,0,65,3,10,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LOW
